id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
364dI1bYnvamSnBJ8JcNzN,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,212869,4
6r3duEAfFTH83DuoywkG20,0.7,0.394,9,-8.911,1,0.0328,0.0567,0.0,0.0801,0.241,103.041,189907,4
39ZVkOVxjG8ypNdUSVNkxU,0.56,0.41,8,-9.227,0,0.0276,0.544,0.0,0.151,0.28,144.727,187293,4
58qX77t2VWMWcycsh9zKLc,0.535,0.359,2,-9.343,1,0.0607,0.771,0.0,0.111,0.488,154.163,184505,4
0Uon5NsSAkBDx69XYOaQ5P,0.618,0.37,10,-10.5,1,0.0543,0.883,0.0,0.123,0.433,114.26,177153,4
4O3RwH1TFG1EjPezLIYehI,0.53,0.37,6,-9.989,1,0.0279,0.806,0.0,0.112,0.701,140.061,206734,4
0KQRhak4Irr2CKxgQ9U6ay,0.502,0.416,7,-9.504,1,0.433,0.912,0.0,0.0934,0.433,175.191,143960,3
10wk4XQdba4QpHgFb28Ktk,0.543,0.23,4,-12.532,1,0.0417,0.845,0.0,0.11,0.307,127.357,262544,4
2EBnvom1dTybtm75a3Xh1T,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,204315,4
0wxGIpOZbDR4RGy1sh3XhR,0.5,0.156,1,-11.472,1,0.0469,0.87,0.0,0.125,0.405,173.794,163227,4
7JIIY2oDPFkURYMCLJuzhe,0.394,0.327,4,-14.291,1,0.114,0.849,0.0,0.125,0.411,93.358,150320,4
0ohcCrxZkBfFbkuRPOZQZX,0.619,0.736,11,-7.651,1,0.0425,0.0328,0.0,0.0864,0.299,93.993,208600,4
1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,4
7LNm1oWd6PniO9wRYpNY5o,0.54,0.11,8,-19.885,1,0.0328,0.498,0.000614,0.0781,0.172,76.068,290132,4
36jMu03qVcjYAccvQLmAMR,0.395,0.354,9,-7.635,1,0.0444,0.933,0.0,0.102,0.247,165.95,166874,4
1NxHgM5nOnmqi3KUVLbaIw,0.409,0.446,2,-4.836,1,0.0317,0.65,0.0,0.0862,0.135,75.638,210213,4
2URXzpbSUwOjltvpgtzXua,0.397,0.413,1,-7.701,1,0.0342,0.477,0.0,0.0835,0.492,77.864,237814,4
1m84zLz4WizjR4mCDoXReg,0.706,0.349,6,-8.125,1,0.0302,0.791,0.0,0.108,0.624,94.058,238220,4
0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,200455,4
4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4
1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4
2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3
5jQI2r1RdgtuT8S3iG8zFC,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
3i0FkJYlU4MFfYkjFHXXAM,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605,4
50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,165265,4
1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4
0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
4zrKN5Sv8JS5mqnbVcsul7,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,209027,4
3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,237200,4
37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4
1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,202246,4
4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,167614,4
0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4
6sZo5nJIsFWXefRCCexpx0,0.668,0.802,5,-4.005,0,0.0917,0.0273,0.0,0.163,0.769,113.796,225789,4
1jEBSDN5vYViJQr78W7jr2,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,4
2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4
2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
5zFglKYiknIxks8geR8rcL,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4
0z8hI3OPS8ADPWtoCjjLl6,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4
6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4
5902W4uHWzhtOff1UK7the,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034,161267,4
4svaKoxMMP7ImmKrD5hfQu,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,176125,4
7LbhIjYNfCguxjAw43Mkff,0.715,0.931,11,-3.548,0,0.0426,0.00573,0.00185,0.0549,0.615,119.971,181648,4
5iFwAOB2TFkPJk8sMlxP8g,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4
1l4iQsOZ5sOXZPMQLvouaB,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32e-06,0.137,0.84,111.976,166720,4
3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
463CkQjx2Zk1yXoBuierM9,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
2f0pn9DkEJwAzXApnFh5cr,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,219801,4
21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,216873,4
6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,210463,4
4NdJlsPyvXz15LySCNoL2W,0.779,0.692,3,-3.59,0,0.0598,0.0024,0.0,0.482,0.67,103.99,162665,4
3jHBgKdLCf46aP3HRI0WYv,0.68,0.696,5,-6.977,1,0.051,0.116,0.0,0.607,0.684,115.962,180743,4
1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4
31qCy5ZaophVA81wtlwLc4,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4
7eQHxigpuDJjCG50JyzU8v,0.7,0.613,11,-4.041,1,0.0408,0.385,0.0,0.0887,0.42,88.084,191250,4
1QxIFMs4M8qd5cbJJu80v4,0.733,0.653,11,-6.094,1,0.0391,0.0179,0.0218,0.184,0.752,119.996,182895,5
6w8ZPYdnGajyfPddTWdthN,0.703,0.68,9,-6.118,0,0.0431,0.0171,0.0,0.178,0.536,97.985,210384,4
5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,4
4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,210000,4
2xPV95cfbyusygMTxpa3SW,0.544,0.572,0,-6.205,1,0.0319,0.118,0.0,0.234,0.52,169.885,196253,4
2zBDKzqa6sdxeI0fC6OWIC,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,178157,4
1yTTMcUhL7rtz08Dsgb7Qb,0.561,0.597,11,-6.0,0,0.0405,0.286,0.0,0.0979,0.355,76.826,197299,4
0ohcCrxZkBfFbkuRPOZQZX,0.619,0.736,11,-7.651,1,0.0425,0.0328,0.0,0.0864,0.299,93.993,208600,4
0NmuYnjETG3u3qx0OmEJev,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,195962,4
0Bm2kjXM4w6JlwS6jpTmfO,0.628,0.742,0,-4.51,1,0.0668,0.0624,0.0,0.274,0.829,148.756,154888,4
3BLWGYOcy1svvsBByeFxLh,0.628,0.476,0,-4.947,1,0.0352,0.417,0.0,0.121,0.336,147.915,168562,4
5c6lM2zjAF6MFoD8C1hiBr,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,227240,4
5Ne1q9Hv3l2NHBA3Agt8WT,0.695,0.656,1,-6.038,1,0.0489,0.057,0.0,0.267,0.346,90.986,213842,4
2HvtedoEeymVWrBPyAMNwZ,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
3IHaiorYWOcr8Kzs85PWF7,0.745,0.729,4,-5.573,0,0.221,0.0558,0.0,0.0589,0.629,115.028,225389,4
1imMjt1YGNebtrtTAprKV7,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4
4Hn4zAkBUaNnT8m9p7cYaf,0.675,0.793,2,-6.0,1,0.157,0.108,0.0,0.103,0.233,111.907,193621,4
78q4ESvMkPVJzHAV11LAGE,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,4
6HBRLaSQ7NB8MNlaqzYen1,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,186791,4
59uQI0PADDKeE6UZDTJEe8,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,163855,4
4qbibbQ1yK0rPl0JUJS0bz,0.618,0.75,7,-4.608,1,0.0287,0.00799,0.0,0.141,0.619,123.885,196890,4
6Tm4Io4ct4w14nB1EUzsY3,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,183790,4
2fBvSCdG3lDjImqJvnYtvq,0.436,0.434,10,-7.153,1,0.0502,0.679,0.0,0.419,0.447,117.836,177920,4
3qXsX3mYSsD1DmAvc3PE3N,0.532,0.489,4,-7.419,1,0.0311,0.149,0.0,0.237,0.32,139.807,229627,4
1brnLTvarI9D1hLP6z2Ar8,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,174560,4
6Z1bV93BP95h4YjIavrQPf,0.655,0.869,7,-4.807,1,0.0633,0.00408,0.0,0.104,0.541,114.984,179645,4
3fl4zil6HJ0N1FL3YIRwdC,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120,3
3sT4lmGZF9Gy6XaLYvwH7A,0.602,0.892,11,-4.394,1,0.0333,0.0425,1.03e-06,0.172,0.709,114.034,162842,4
4686eQ81DEswHa90bcdlC9,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541,3
5wtPc1OQ7g1H8FBkwWqbhh,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97,194267,4
3nei8eHEdiwwSfyoOCHPZI,0.655,0.617,0,-4.716,1,0.026,0.0998,0.0,0.211,0.734,90.015,174173,4
5kB6WithhB8Iv08EMNmAbt,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,172480,4
5b4n4Lp2ZAPDGO9nQM5IHR,0.625,0.727,1,-4.532,1,0.0378,0.0985,0.0,0.101,0.654,146.154,176618,4
2DPqR0kuZVjrOF5oxIRYPy,0.459,0.682,8,-4.235,1,0.0464,0.167,0.0,0.11,0.887,201.831,155120,4
4aSRUXfKuBbmje0eXNukuL,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,4
1xk2TQgJNtH3FErgICPgmb,0.485,0.645,0,-4.367,1,0.0274,0.00478,0.0,0.24,0.705,82.93,174193,4
6Awl7JBDQjfm7xkS3LkhDi,0.628,0.833,0,-6.327,1,0.0311,0.0014,0.0,0.104,0.309,98.025,203680,4
5Jwcv2Le3Klwgrgyqa12ZA,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,3
6kCFt2ATuMIE5H9zVEJXei,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,3
5ZCjp56T8J6d7amJyFSzrI,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01e-05,0.158,0.392,139.974,199040,4
3WMj8moIAXJhHsyLaqIIHI,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3
5AihIu9yF3flkw1jFMyfwW,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,221520,4
7ETjhPaIU4UmHOiimJBZz9,0.639,0.713,5,-4.368,0,0.0337,0.0539,0.0,0.102,0.717,86.1,161200,4
2DvOwcQd7RB5IV7MdlwpvN,0.58,0.881,4,-3.004,1,0.042,0.0508,0.0,0.106,0.384,76.989,183413,4
4viFAHmivkYQKkwLvwKOgg,0.635,0.866,5,-2.695,1,0.0473,0.0697,0.0,0.0955,0.853,133.889,169760,4
57YkkgxAiusJPMtiSG3w3c,0.646,0.598,3,-10.293,1,0.0425,0.73,5.87e-06,0.118,0.606,80.993,195587,4
5OLaVCAM2pqg7X9mAM2W8M,0.628,0.632,9,-5.932,1,0.0325,0.257,0.0,0.288,0.559,137.854,191227,4
4iy69rTUn8cAY8Q8q9vfOw,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,167760,4
0isqpzdmr2hsKb50uBSCdo,0.61,0.868,1,-4.098,0,0.0351,0.0401,0.0,0.121,0.765,137.943,210813,4
0EAzZ4aKlERuRmAYIXcRX6,0.359,0.579,4,-5.752,1,0.0282,0.434,0.0,0.104,0.274,89.721,185731,4
6KGtAlYvgm4W9PoYabFAYE,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,206865,4
1pbUfl4W9KtQ5hNkT6RiXp,0.516,0.867,1,-3.139,1,0.0328,0.0237,0.0,0.106,0.615,166.031,166301,4
6BWOWBSalJEp7woRZSyiMb,0.723,0.633,6,-6.982,1,0.0332,0.0551,1.93e-05,0.0665,0.498,112.022,211227,4
16Sdmdt7jpibASwEsO0s9j,0.554,0.809,0,-4.893,1,0.039,0.00481,0.00156,0.111,0.462,159.989,211933,4
1116cRlf1zVJXVI2fUUwFD,0.517,0.901,4,-3.51,1,0.039,0.234,0.0,0.317,0.567,150.033,200400,4
3knS4WXNNRBd3zkx2v78cx,0.739,0.72,4,-6.695,1,0.026,0.0379,0.00267,0.23,0.892,102.997,187640,4
1jX9wlAgVkAl0fCZqkCI73,0.676,0.856,11,-4.35,1,0.0393,0.454,0.0,0.141,0.965,144.092,166036,4
7trjNYF5ek7zX4GKSHQZbP,0.534,0.466,6,-6.98,1,0.0272,0.277,0.0,0.0979,0.23,140.0,277660,4
4oGCfTHN1hmXGy5mqmJVc3,0.524,0.923,7,-3.53,1,0.085,0.00958,0.0,0.102,0.318,149.972,183573,4
4cF4vuC7Ci29yhnbuoFRZx,0.528,0.711,1,-5.494,1,0.0326,0.0168,0.0,0.13,0.0873,157.99,189278,4
6Qpfsw8OS5HW5XxgmXYLWS,0.588,0.931,6,-3.925,1,0.0318,0.00411,0.0,0.345,0.625,105.027,219333,4
3zAOcNGOFq5Q1OsN0tcxA0,0.796,0.621,2,-6.129,1,0.0346,0.175,0.0,0.274,0.808,121.904,151973,4
1JJGASeJlXOH7NcO6JuKO1,0.489,0.88,0,-3.459,1,0.0444,0.000403,0.0,0.514,0.544,135.882,169800,4
2hsarLx1u2OgOmkcJ8ejBm,0.667,0.826,4,-3.412,1,0.0266,0.0979,0.0,0.151,0.665,112.041,156906,4
418ve8CTLM3XbeGWSq8fA6,0.476,0.818,6,-4.259,0,0.0388,0.17,1.24e-05,0.13,0.626,144.131,218213,4
4QWXSTeUHFzU0INh7SNqSU,0.536,0.605,7,-5.292,1,0.0338,0.141,0.0,0.0614,0.341,130.053,196163,4
1KHCFA1Wb1MYQi4WQIYqrm,0.607,0.757,2,-6.778,1,0.0601,0.0107,0.0,0.158,0.662,164.096,192053,4
5JLf54f83nJrxD4IhFaLl7,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13e-06,0.0647,0.581,141.944,224985,4
4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4
3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
4cktbXiXOapiLBMprHFErI,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4
2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987,4
3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,187973,4
37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4
1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4
5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4
1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4
2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4
4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
18asYwWugKjjsihZ0YvRxO,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819,4
1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,289533,3
7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4
57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880,4
2gMXnyrvIjhVBUZwvLZDMP,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4
0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,4
4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,245493,4
2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4
2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,216773,4
09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
